x,y
-10.4664,21.6094
-10.5314,21.4968
-10.6614,21.4968
-10.5965,21.6094
-10.7264,21.6094
-10.8564,21.6094
-10.7915,21.722
-10.9214,21.722
-11.0514,21.722
-11.1814,21.722
-11.3114,21.722
-11.2465,21.8346
-11.3764,21.8346
-11.4414,21.722
-11.5714,21.722
-11.5065,21.8346
-11.6364,21.8346
-11.5714,21.9472
-11.4415,21.9472
-11.5065,22.0598
-11.6364,22.0598
-11.5714,22.1724
-11.4415,22.1724
-11.5065,22.285
-11.6364,22.285
-11.5714,22.3976
-11.4415,22.3976
-11.5064,22.5102
-11.3765,22.5102
-11.2465,22.5102
-11.3114,22.6228
-11.2465,22.7354
-11.3764,22.7354
-11.4415,22.6228
-11.5714,22.6228
-11.5065,22.7354
-11.6364,22.7354
-11.7015,22.6228
-11.8314,22.6228
-11.7665,22.7354
-11.8965,22.7354
-12.0264,22.7354
-12.0914,22.6228
-12.2214,22.6228
-12.1565,22.7354
-12.2864,22.7354
-12.4164,22.7354
-12.5464,22.7354
-12.6114,22.6228
-12.4814,22.6228
-12.4165,22.5102
-12.5464,22.5102
-12.6764,22.5102
-12.8064,22.5102
-12.9364,22.5102
-12.8714,22.6228
-12.7414,22.6228
-12.6765,22.7354
-12.8064,22.7354
-12.9364,22.7354
-12.9967,22.9414
-12.8667,22.9414
-12.7367,22.9414
-12.6067,22.9414
-12.4767,22.9414
-12.3467,22.9414
-12.2167,22.9414
-12.0867,22.9414
-11.9567,22.9414
-11.8267,22.9414
-11.6967,22.9414
-11.5667,22.9414
-11.4367,22.9414
-11.3067,22.9414
-11.1767,22.9414
-11.0467,22.9414
-10.9167,22.9414
-10.7867,22.9414
-10.6567,22.9414
-10.5267,22.9414
-10.3967,22.9414
-10.2667,22.9414
-10.1367,22.9414
-10.0067,22.9414
-9.8767,22.9414
-9.7467,22.9414
-9.6167,22.9414
-9.4867,22.9414
-9.3567,22.9414
-9.2267,22.9414
-9.0967,22.9414
-8.9667,22.9414
-8.8367,22.9414
-8.7067,22.9414
-8.5767,22.9414
-8.4467,22.9414
-8.3167,22.9414
-8.1867,22.9414
-8.0567,22.9414
-7.9917,23.054
-8.1217,23.054
-8.2517,23.054
-8.3817,23.054
-8.5117,23.054
-8.6417,23.054
-8.7717,23.054
-8.9017,23.054
-9.0317,23.054
-9.1617,23.054
-9.2917,23.054
-9.4217,23.054
-9.5517,23.054
-9.6817,23.054
-9.8117,23.054
-9.9417,23.054
-10.0717,23.054
-10.2017,23.054
-10.3317,23.054
-10.4617,23.054
-10.5917,23.054
-10.7217,23.054
-10.8517,23.054
-10.9817,23.054
-11.1117,23.054
-11.2417,23.054
-11.3717,23.054
-11.5017,23.054
-11.6317,23.054
-11.7617,23.054
